date,close
2015-12-17,34.11
2015-12-18,33.67
2015-12-21,33.83
2015-12-22,34.29
2015-12-23,34.78
2015-12-24,34.6
2015-12-28,34.51
2015-12-29,34.5
2015-12-30,34.33
2015-12-31,34.01
2016-01-04,33.31
2016-01-05,32.43
2016-01-06,31.27
2016-01-07,29.99
2016-01-08,29.53
2016-01-11,30.25
2016-01-12,30.3
2016-01-13,30.49
2016-01-14,30.3
2016-01-15,29.57
2016-01-19,29.4
2016-01-20,29.42
2016-01-21,29.55
2016-01-22,29.28
2016-01-25,29.23
2016-01-26,29.65
2016-01-27,29.21
2016-01-28,29.02
2016-01-29,29.64
2016-02-01,30.11
2016-02-02,29.65
2016-02-03,28.92
2016-02-04,28.64
2016-02-05,28.54
2016-02-08,28.68
2016-02-09,27.87
2016-02-10,27.71
2016-02-11,26.9
2016-02-12,27.71
2016-02-16,28.58
2016-02-17,29.27
2016-02-18,29.03
2016-02-19,28.78
2016-02-22,29.63
2016-02-23,29.38
2016-02-24,28.84
2016-02-25,29.5
2016-02-26,29.63
2016-02-29,29.44
2016-03-01,30.01
2016-03-02,30.15
2016-03-03,31.07
2016-03-04,31.37
2016-03-07,31.59
2016-03-08,30.68
2016-03-09,30.54
2016-03-10,30.82
2016-03-11,31.26
2016-03-14,31.18
2016-03-15,31.05
2016-03-16,31.69
2016-03-17,31.96
2016-03-18,31.96
2016-03-21,32.08
2016-03-22,31.9
2016-03-23,31.31
2016-03-24,30.96
2016-03-28,31.02
2016-03-29,31.19
2016-03-30,30.99
2016-03-31,31.43
2016-04-01,30.47
2016-04-04,29.9
2016-04-05,29.6
2016-04-06,29.94
2016-04-07,29.42
2016-04-08,29.37
2016-04-11,29.53
2016-04-12,29.71
2016-04-13,30.78
2016-04-14,30.72
2016-04-15,30.56
2016-04-18,31.31
2016-04-19,31.97
2016-04-20,32.19
2016-04-21,32.66
2016-04-22,32.18
2016-04-25,31.95
2016-04-26,32.19
2016-04-27,32.16
2016-04-28,32.44
2016-04-29,31.8
2016-05-02,31.75
2016-05-03,31.25
2016-05-04,30.59
2016-05-05,30.54
2016-05-06,30.96
2016-05-09,30.78
2016-05-10,31.35
2016-05-11,31.08
2016-05-12,31.18
2016-05-13,30.52
2016-05-16,30.67
2016-05-17,30.63
2016-05-18,30.75
2016-05-19,30.32
2016-05-20,30.57
2016-05-23,30.59
2016-05-24,31.05
2016-05-25,31.65
2016-05-26,31.29
2016-05-27,31.39
2016-05-31,31.28
2016-06-01,30.22
2016-06-02,30.26
2016-06-03,29.6
2016-06-06,29.99
2016-06-07,30.23
2016-06-08,29.57
2016-06-09,29.36
2016-06-10,29.06
2016-06-13,29.08
2016-06-14,28.83
2016-06-15,28.86
2016-06-16,29.02
2016-06-17,29.23
2016-06-20,29.65
2016-06-21,29.51
2016-06-22,29.32
2016-06-23,29.82
2016-06-24,28.35
2016-06-27,27.51
2016-06-28,27.74
2016-06-29,28.17
2016-06-30,28.3
2016-07-01,28.89
2016-07-05,28.17
2016-07-06,28.4
2016-07-07,28.74
2016-07-08,29.66
2016-07-11,30.13
2016-07-12,30.6
2016-07-13,30.63
2016-07-14,30.76
2016-07-15,30.77
2016-07-18,30.87
2016-07-19,31.25
2016-07-20,31.49
2016-07-21,32.03
2016-07-22,32.16
2016-07-25,32.06
2016-07-26,32.15
2016-07-27,32.02
2016-07-28,30.99
2016-07-29,31.54
2016-08-01,31.3
2016-08-02,29.93
2016-08-03,30.24
2016-08-04,30.34
2016-08-05,30.8
2016-08-08,30.88
2016-08-09,31.07
2016-08-10,31.25
2016-08-11,31.75
2016-08-12,31.57
2016-08-15,31.86
2016-08-16,31.71
2016-08-17,31.85
2016-08-18,31.55
2016-08-19,31.83
2016-08-22,31.87
2016-08-23,31.9
2016-08-24,31.78
2016-08-25,31.54
2016-08-26,31.53
2016-08-29,31.81
2016-08-30,31.67
2016-08-31,31.92
2016-09-01,31.8
2016-09-02,32.16
2016-09-06,32.12
2016-09-07,31.89
2016-09-08,31.71
2016-09-09,30.48
2016-09-12,31.18
2016-09-13,30.94
2016-09-14,30.71
2016-09-15,31.12
2016-09-16,30.97
2016-09-19,31.72
2016-09-20,31.65
2016-09-21,32.11
2016-09-22,32.39
2016-09-23,32.12
2016-09-26,31.8
2016-09-27,31.6
2016-09-28,31.9
2016-09-29,31.48
2016-09-30,31.77
2016-10-03,32.04
2016-10-04,32.17
2016-10-05,32.68
2016-10-06,32.53
2016-10-07,32.34
2016-10-10,32.15
2016-10-11,31.89
2016-10-12,31.68
2016-10-13,31.51
2016-10-14,31.87
2016-10-17,31.56
2016-10-18,31.4
2016-10-19,31.85
2016-10-20,31.75
2016-10-21,32.04
2016-10-24,32.98
2016-10-25,31.6
2016-10-26,31.58
2016-10-27,31.33
2016-10-28,31.32
2016-10-31,31.6
2016-11-01,31.48
2016-11-02,31.45
2016-11-03,31.07
2016-11-04,31.16
2016-11-07,32.02
2016-11-08,31.73
2016-11-09,30.96
2016-11-10,32.73
2016-11-11,34.02
2016-11-14,33.28
2016-11-15,33.43
2016-11-16,33.23
2016-11-17,33.42
2016-11-18,33.0
2016-11-21,33.01
2016-11-22,33.81
2016-11-23,33.86
2016-11-25,34.25
2016-11-28,34.05
2016-11-29,34.57
2016-11-30,34.53
2016-12-01,36.43
2016-12-02,35.41
2016-12-05,34.94
2016-12-06,35.07
2016-12-07,36.3
2016-12-08,36.42
2016-12-09,37.66
2016-12-12,37.1
2016-12-13,37.36
2016-12-14,35.95
2016-12-15,36.24
2016-12-16,36.37
2016-12-19,36.4
2016-12-20,36.61
2016-12-21,36.42
2016-12-22,35.69
2016-12-23,35.69
2016-12-27,35.54
2016-12-28,35.15
2016-12-29,35.14
2016-12-30,34.84
2017-01-03,35.15
2017-01-04,37.09
2017-01-05,36.39
2017-01-06,35.99
2017-01-09,36.01
2017-01-10,37.35
2017-01-11,37.95
2017-01-12,37.51
2017-01-13,37.34
2017-01-17,37.31
2017-01-18,37.47
2017-01-19,37.3
2017-01-20,37.01
2017-01-23,36.65
2017-01-24,37.0
2017-01-25,38.28
2017-01-26,37.52
2017-01-27,37.01
2017-01-30,36.33
2017-01-31,36.61
2017-02-01,36.14
2017-02-02,35.73
2017-02-03,36.33
2017-02-06,36.83
2017-02-07,35.1
2017-02-08,35.14
2017-02-09,35.08
2017-02-10,35.17
2017-02-13,35.52
2017-02-14,37.24
2017-02-15,37.08
2017-02-16,37.03
2017-02-17,37.22
2017-02-21,37.81
2017-02-22,37.84
2017-02-23,37.25
2017-02-24,36.9
2017-02-27,37.27
2017-02-28,36.84
2017-03-01,37.43
2017-03-02,37.76
2017-03-03,38.23
2017-03-06,37.91
2017-03-07,37.52
2017-03-08,37.27
2017-03-09,36.83
2017-03-10,36.83
2017-03-13,36.87
2017-03-14,36.96
2017-03-15,37.09
2017-03-16,37.08
2017-03-17,36.33
2017-03-20,35.71
2017-03-21,34.55
2017-03-22,34.39
2017-03-23,34.26
2017-03-24,34.56
2017-03-27,34.71
2017-03-28,35.56
2017-03-29,35.54
2017-03-30,35.41
2017-03-31,35.36
2017-04-03,34.17
2017-04-04,34.27
2017-04-05,34.0
2017-04-06,34.16
2017-04-07,33.71
2017-04-10,33.97
2017-04-11,33.92
2017-04-12,33.94
2017-04-13,33.39
2017-04-17,33.9
2017-04-18,33.69
2017-04-19,33.79
2017-04-20,34.1
2017-04-21,33.75
2017-04-24,33.91
2017-04-25,33.99
2017-04-26,34.38
2017-04-27,34.54
2017-04-28,34.64
2017-05-01,34.2
2017-05-02,33.2
2017-05-03,33.48
2017-05-04,33.15
2017-05-05,33.77
2017-05-08,33.97
2017-05-09,34.26
2017-05-10,34.23
2017-05-11,34.11
2017-05-12,33.62
2017-05-15,33.82
2017-05-16,33.42
2017-05-17,32.42
2017-05-18,32.47
2017-05-19,32.72
2017-05-22,32.92
2017-05-23,33.22
2017-05-24,33.2
2017-05-25,32.6
2017-05-26,33.07
2017-05-30,33.53
2017-05-31,33.93
2017-06-01,34.43
2017-06-02,34.45
2017-06-05,34.46
2017-06-06,34.43
2017-06-07,34.34
2017-06-08,34.11
2017-06-09,34.34
2017-06-12,34.68
2017-06-13,34.51
2017-06-14,34.61
2017-06-15,34.6
2017-06-16,34.29
2017-06-19,34.35
2017-06-20,34.4
2017-06-21,34.13
2017-06-22,34.19
2017-06-23,34.2
2017-06-26,34.52
2017-06-27,34.21
2017-06-28,34.58
2017-06-29,34.86
2017-06-30,34.93
2017-07-03,35.57
2017-07-05,35.01
2017-07-06,34.87
2017-07-07,34.94
2017-07-10,35.19
2017-07-11,35.4
2017-07-12,35.5
2017-07-13,35.86
2017-07-14,36.35
