date,close
2010-11-18,34.19
2010-11-19,34.26
2010-11-22,34.08
2010-11-23,33.25
2010-11-24,33.48
2010-11-26,33.8
2010-11-29,33.8
2010-11-30,34.2
2010-12-01,34.78
2010-12-02,34.68
2010-12-03,34.55
2010-12-06,34.48
2010-12-07,34.68
2010-12-08,34.45
2010-12-09,33.74
2010-12-10,33.81
2010-12-13,33.8
2010-12-14,33.89
2010-12-15,33.61
2010-12-16,33.61
2010-12-17,34.0
2010-12-20,33.76
2010-12-21,33.85
2010-12-22,34.92
2010-12-23,34.81
2010-12-27,34.6
2010-12-28,35.32
2010-12-29,36.02
2010-12-30,36.82
2010-12-31,36.86
2011-01-03,37.06
2011-01-04,37.9
2011-01-05,38.07
2011-01-06,38.9
2011-01-07,38.98
2011-01-10,38.56
2011-01-11,38.75
2011-01-12,38.62
2011-01-13,38.27
2011-01-14,38.2
2011-01-18,38.03
2011-01-19,37.4
2011-01-20,37.18
2011-01-21,37.24
2011-01-24,37.64
2011-01-25,38.4
2011-01-26,37.89
2011-01-27,38.67
2011-01-28,36.6
2011-01-31,36.49
2011-02-01,36.45
2011-02-02,35.68
2011-02-03,36.06
2011-02-04,36.59
2011-02-07,36.7
2011-02-08,36.89
2011-02-09,36.41
2011-02-10,35.88
2011-02-11,36.45
2011-02-14,36.29
2011-02-15,36.11
2011-02-16,36.75
2011-02-17,36.37
2011-02-18,36.51
2011-02-22,35.77
2011-02-23,34.59
2011-02-24,33.02
2011-02-25,33.25
2011-02-28,33.53
2011-03-01,32.95
2011-03-02,32.88
2011-03-03,33.03
2011-03-04,32.39
2011-03-07,31.7
2011-03-08,32.72
2011-03-09,32.25
2011-03-10,31.42
2011-03-11,31.93
2011-03-14,31.59
2011-03-15,32.35
2011-03-16,31.78
2011-03-17,31.44
2011-03-18,31.85
2011-03-21,31.28
2011-03-22,30.74
2011-03-23,31.16
2011-03-24,31.39
2011-03-25,31.47
2011-03-28,30.85
2011-03-29,31.1
2011-03-30,31.55
2011-03-31,31.03
2011-04-01,32.41
2011-04-04,32.39
2011-04-05,32.87
2011-04-06,32.87
2011-04-07,32.31
2011-04-08,31.52
2011-04-11,30.77
2011-04-12,31.15
2011-04-13,30.86
2011-04-14,30.58
2011-04-15,30.24
2011-04-18,29.97
2011-04-19,29.59
2011-04-20,29.93
2011-04-21,30.95
2011-04-25,31.14
2011-04-26,31.27
2011-04-27,31.78
2011-04-28,31.91
2011-04-29,32.09
2011-05-02,32.18
2011-05-03,32.99
2011-05-04,33.04
2011-05-05,32.02
2011-05-06,31.91
2011-05-09,31.39
2011-05-10,31.61
2011-05-11,31.3
2011-05-12,31.42
2011-05-13,31.07
2011-05-16,31.1
2011-05-17,31.1
2011-05-18,31.52
2011-05-19,31.47
2011-05-20,31.18
2011-05-23,30.96
2011-05-24,30.83
2011-05-25,31.27
2011-05-26,30.68
2011-05-27,31.28
2011-05-31,31.81
2011-06-01,30.23
2011-06-02,29.6
2011-06-03,29.12
2011-06-06,28.56
2011-06-07,28.78
2011-06-08,28.86
2011-06-09,29.45
2011-06-10,28.85
2011-06-13,28.59
2011-06-14,29.11
2011-06-15,28.95
2011-06-16,28.59
2011-06-17,29.0
2011-06-20,29.52
2011-06-21,29.59
2011-06-22,29.97
2011-06-23,30.14
2011-06-24,29.92
2011-06-27,30.26
2011-06-28,30.5
2011-06-29,30.3
2011-06-30,30.36
2011-07-01,30.58
2011-07-05,30.86
2011-07-06,31.19
2011-07-07,31.8
2011-07-08,31.58
2011-07-11,30.75
2011-07-12,30.68
2011-07-13,30.75
2011-07-14,30.1
2011-07-15,29.76
2011-07-18,29.1
2011-07-19,29.33
2011-07-20,29.24
2011-07-21,29.96
2011-07-22,30.1
2011-07-25,29.5
2011-07-26,29.09
2011-07-27,28.14
2011-07-28,28.1
2011-07-29,27.68
2011-08-01,28.07
2011-08-02,27.05
2011-08-03,27.17
2011-08-04,25.99
2011-08-05,26.31
2011-08-08,24.57
2011-08-09,25.54
2011-08-10,23.92
2011-08-11,25.81
2011-08-12,25.75
2011-08-15,26.42
2011-08-16,25.83
2011-08-17,24.94
2011-08-18,23.6
2011-08-19,22.16
2011-08-22,21.71
2011-08-23,22.06
2011-08-24,22.37
2011-08-25,22.3
2011-08-26,22.87
2011-08-29,23.79
2011-08-30,23.58
2011-08-31,24.03
2011-09-01,23.03
2011-09-02,22.07
2011-09-06,21.44
2011-09-07,22.86
2011-09-08,22.48
2011-09-09,21.76
2011-09-12,21.87
2011-09-13,22.0
2011-09-14,22.18
2011-09-15,22.7
2011-09-16,22.61
2011-09-19,23.05
2011-09-20,22.43
2011-09-21,21.28
2011-09-22,20.24
2011-09-23,21.0
2011-09-26,21.08
2011-09-27,21.19
2011-09-28,20.41
2011-09-29,20.76
2011-09-30,20.18
2011-10-03,19.73
2011-10-04,21.42
2011-10-05,22.27
2011-10-06,22.35
2011-10-07,22.01
2011-10-10,22.62
2011-10-11,22.5
2011-10-12,23.41
2011-10-13,23.15
2011-10-14,24.16
2011-10-17,23.18
2011-10-18,23.54
2011-10-19,23.09
2011-10-20,22.96
2011-10-21,24.35
2011-10-24,24.98
2011-10-25,24.86
2011-10-26,24.99
2011-10-27,26.06
2011-10-28,26.45
2011-10-31,25.85
2011-11-01,23.33
2011-11-02,23.2
2011-11-03,24.03
2011-11-04,23.61
2011-11-07,24.01
2011-11-08,25.04
2011-11-09,22.31
2011-11-10,22.7
2011-11-11,22.51
2011-11-14,22.99
2011-11-15,23.35
2011-11-16,22.65
2011-11-17,21.79
2011-11-18,21.68
2011-11-21,21.05
2011-11-22,20.73
2011-11-23,20.24
2011-11-25,20.34
2011-11-28,20.74
2011-11-29,20.31
2011-11-30,21.29
2011-12-01,20.96
2011-12-02,21.28
2011-12-05,21.59
2011-12-06,21.68
2011-12-07,21.94
2011-12-08,20.98
2011-12-09,21.15
2011-12-12,20.8
2011-12-13,20.11
2011-12-14,19.47
2011-12-15,20.1
2011-12-16,20.15
2011-12-19,19.05
2011-12-20,19.69
2011-12-21,20.32
2011-12-22,20.7
2011-12-23,20.5
2011-12-27,20.09
2011-12-28,19.86
2011-12-29,20.21
2011-12-30,20.27
2012-01-03,21.05
2012-01-04,21.15
2012-01-05,22.17
2012-01-06,22.92
2012-01-09,22.84
2012-01-10,23.24
2012-01-11,24.47
2012-01-12,24.67
2012-01-13,24.29
2012-01-17,24.2
2012-01-18,24.51
2012-01-19,24.82
2012-01-20,25.0
2012-01-23,24.92
2012-01-24,24.79
2012-01-25,24.92
2012-01-26,24.72
2012-01-27,24.37
2012-01-30,24.23
2012-01-31,24.02
2012-02-01,24.37
2012-02-02,24.31
2012-02-03,26.18
2012-02-06,26.7
2012-02-07,26.22
2012-02-08,25.75
2012-02-09,25.74
2012-02-10,25.5
2012-02-13,25.34
2012-02-14,25.4
2012-02-15,24.93
2012-02-16,27.17
2012-02-17,27.34
2012-02-21,27.06
2012-02-22,26.55
2012-02-23,26.79
2012-02-24,26.07
2012-02-27,26.46
2012-02-28,26.14
2012-02-29,26.02
2012-03-01,26.47
2012-03-02,26.45
2012-03-05,26.0
2012-03-06,24.58
2012-03-07,24.88
2012-03-08,25.4501
2012-03-09,25.62
2012-03-12,25.39
2012-03-13,26.07
2012-03-14,26.32
2012-03-15,26.05
2012-03-16,25.57
2012-03-19,25.39
2012-03-20,25.09
2012-03-21,25.29
2012-03-22,25.05
2012-03-23,25.17
2012-03-26,25.58
2012-03-27,25.35
2012-03-28,25.15
2012-03-29,25.31
2012-03-30,25.65
2012-04-02,26.76
2012-04-03,25.54
2012-04-04,25.1
2012-04-05,24.81
2012-04-09,24.2
2012-04-10,23.71
2012-04-11,24.03
2012-04-12,24.3
2012-04-13,23.8
2012-04-16,23.42
2012-04-17,24.04
2012-04-18,24.15
2012-04-19,24.01
2012-04-20,23.6
2012-04-23,22.95
2012-04-24,22.89
2012-04-25,23.31
2012-04-26,23.72
2012-04-27,23.53
2012-04-30,23.0
2012-05-01,23.31
2012-05-02,22.93
2012-05-03,22.37
2012-05-04,22.36
2012-05-07,22.41
2012-05-08,22.23
2012-05-09,22.44
2012-05-10,22.37
2012-05-11,22.0
2012-05-14,21.63
2012-05-15,21.42
2012-05-16,21.91
2012-05-17,21.61
2012-05-18,21.18
2012-05-21,21.54
2012-05-22,21.5
2012-05-23,22.13
2012-05-24,22.04
2012-05-25,22.44
2012-05-29,22.85
2012-05-30,22.37
2012-05-31,22.2
2012-06-01,22.01
2012-06-04,21.11
2012-06-05,21.25
2012-06-06,21.83
2012-06-07,21.85
2012-06-08,22.05
2012-06-11,21.92
2012-06-12,22.17
2012-06-13,21.87
2012-06-14,21.8
2012-06-15,21.74
2012-06-18,21.43
2012-06-19,21.74
2012-06-20,21.48
2012-06-21,20.64
2012-06-22,20.6
2012-06-25,19.91
2012-06-26,19.85
2012-06-27,19.66
2012-06-28,19.82
2012-06-29,19.72
2012-07-02,19.57
2012-07-03,20.67
2012-07-05,20.54
2012-07-06,20.31
2012-07-09,20.22
2012-07-10,19.8
2012-07-11,19.9
2012-07-12,19.33
2012-07-13,19.62
2012-07-16,19.38
2012-07-17,19.6
2012-07-18,20.07
2012-07-19,20.14
2012-07-20,19.36
2012-07-23,19.3
2012-07-24,19.02
2012-07-25,18.8
2012-07-26,19.11
2012-07-27,19.67
2012-07-30,19.36
2012-07-31,19.71
2012-08-01,19.66
2012-08-02,19.14
2012-08-03,20.04
2012-08-06,19.85
2012-08-07,20.42
2012-08-08,20.38
2012-08-09,20.65
2012-08-10,20.54
2012-08-13,20.47
2012-08-14,20.21
2012-08-15,20.14
2012-08-16,21.33
2012-08-17,22.01
2012-08-20,21.87
2012-08-21,21.63
2012-08-22,21.73
2012-08-23,21.34
2012-08-24,21.18
2012-08-27,21.22
2012-08-28,20.94
2012-08-29,21.3
2012-08-30,21.11
2012-08-31,21.35
2012-09-04,21.31
2012-09-05,21.76
2012-09-06,22.45
2012-09-07,23.37
2012-09-10,22.98
2012-09-11,22.97
2012-09-12,23.13
2012-09-13,23.53
2012-09-14,24.14
2012-09-17,23.8
2012-09-18,24.43
2012-09-19,24.75
2012-09-20,24.42
2012-09-21,24.8
2012-09-24,24.36
2012-09-25,23.52
2012-09-26,23.39
2012-09-27,23.18
2012-09-28,22.75
2012-10-01,23.09
2012-10-02,23.68
2012-10-03,24.39
2012-10-04,24.65
2012-10-05,24.8
2012-10-08,24.57
2012-10-09,24.37
2012-10-10,24.23
2012-10-11,24.66
2012-10-12,24.44
2012-10-15,24.48
2012-10-16,24.79
2012-10-17,25.06
2012-10-18,25.56
2012-10-19,24.59
2012-10-22,24.62
2012-10-23,23.87
2012-10-24,23.69
2012-10-25,23.63
2012-10-26,23.28
2012-10-31,25.5
2012-11-01,25.68
2012-11-02,25.79
2012-11-05,25.57
2012-11-06,26.19
2012-11-07,25.03
2012-11-08,24.72
2012-11-09,25.04
2012-11-12,25.26
2012-11-13,24.82
2012-11-14,24.17
2012-11-15,23.88
2012-11-16,23.85
2012-11-19,24.93
2012-11-20,24.6
2012-11-21,24.6
2012-11-23,25.21
2012-11-26,25.23
2012-11-27,25.01
2012-11-28,25.28
2012-11-29,26.09
2012-11-30,25.88
2012-12-03,25.51
2012-12-04,25.41
2012-12-05,25.0
2012-12-06,24.57
2012-12-07,25.19
2012-12-10,25.28
2012-12-11,25.45
2012-12-12,25.63
2012-12-13,25.12
2012-12-14,24.61
2012-12-17,24.85
2012-12-18,25.49
2012-12-19,27.18
2012-12-20,27.34
2012-12-21,27.32
2012-12-24,27.66
2012-12-26,27.62
2012-12-27,27.96
2012-12-28,27.85
2012-12-31,28.83
2013-01-02,29.13
2013-01-03,29.82
2013-01-04,29.86
2013-01-07,29.66
2013-01-08,29.37
2013-01-09,29.97
2013-01-10,30.44
2013-01-11,30.36
2013-01-14,30.33
2013-01-15,30.6
2013-01-16,29.31
2013-01-17,29.49
2013-01-18,29.28
2013-01-22,28.63
2013-01-23,28.57
2013-01-24,28.78
2013-01-25,29.07
2013-01-28,28.83
2013-01-29,28.45
2013-01-30,27.94
2013-01-31,28.09
2013-02-01,28.17
2013-02-04,27.96
2013-02-05,28.59
2013-02-06,28.52
2013-02-07,28.47
2013-02-08,28.57
2013-02-11,28.53
2013-02-12,28.55
2013-02-13,28.67
2013-02-14,27.75
2013-02-15,27.76
2013-02-19,27.68
2013-02-20,27.1
2013-02-21,26.51
2013-02-22,27.11
2013-02-25,26.33
2013-02-26,26.83
2013-02-27,27.4
2013-02-28,27.15
2013-03-01,27.21
2013-03-04,27.09
2013-03-05,27.58
2013-03-06,27.91
2013-03-07,27.88
2013-03-08,28.0
2013-03-11,28.31
2013-03-12,28.37
2013-03-13,28.07
2013-03-14,28.16
2013-03-15,28.21
2013-03-18,28.04
2013-03-19,28.1
2013-03-20,29.2
2013-03-21,28.63
2013-03-22,28.22
2013-03-25,28.16
2013-03-26,28.15
2013-03-27,28.06
2013-03-28,27.82
2013-04-01,27.8
2013-04-02,27.93
2013-04-03,27.8
2013-04-04,27.74
2013-04-05,27.52
2013-04-08,27.59
2013-04-09,27.53
2013-04-10,28.37
2013-04-11,29.72
2013-04-12,29.62
2013-04-15,28.91
2013-04-16,29.47
2013-04-17,29.27
2013-04-18,28.98
2013-04-19,29.15
2013-04-22,29.25
2013-04-23,29.85
2013-04-24,30.45
2013-04-25,30.71
2013-04-26,30.5
2013-04-29,30.79
2013-04-30,30.84
2013-05-01,30.18
2013-05-02,31.16
2013-05-03,32.1
2013-05-06,31.82
2013-05-07,31.65
2013-05-08,32.08
2013-05-09,31.65
2013-05-10,31.42
2013-05-13,31.0
2013-05-14,31.55
2013-05-15,32.31
2013-05-16,32.39
2013-05-17,33.42
2013-05-20,33.7
2013-05-21,33.4
2013-05-22,33.23
2013-05-23,32.85
2013-05-24,32.87
2013-05-28,33.96
2013-05-29,34.05
2013-05-30,34.64
2013-05-31,33.89
2013-06-03,34.42
2013-06-04,34.96
2013-06-05,34.02
2013-06-06,34.44
2013-06-07,35.03
2013-06-10,34.74
2013-06-11,33.93
2013-06-12,33.45
2013-06-13,34.5
2013-06-14,34.29
2013-06-17,33.73
2013-06-18,34.01
2013-06-19,33.66
2013-06-20,32.56
2013-06-21,32.21
2013-06-24,31.42
2013-06-25,31.82
2013-06-26,32.55
2013-06-27,33.1
2013-06-28,33.31
2013-07-01,34.0
2013-07-02,34.1
2013-07-03,34.14
2013-07-05,34.67
2013-07-08,34.64
2013-07-09,34.92
2013-07-10,35.33
2013-07-11,36.14
2013-07-12,36.4
2013-07-15,36.5
2013-07-16,36.18
2013-07-17,36.36
2013-07-18,36.84
2013-07-19,36.61
2013-07-22,36.76
2013-07-23,36.61
2013-07-24,37.14
2013-07-25,37.08
2013-07-26,36.67
2013-07-29,36.38
2013-07-30,36.5
2013-07-31,35.87
2013-08-01,36.47
2013-08-02,36.95
2013-08-05,36.75
2013-08-06,35.96
2013-08-07,35.48
2013-08-08,36.01
2013-08-09,36.02
2013-08-12,35.98
2013-08-13,35.84
2013-08-14,35.57
2013-08-15,34.55
2013-08-16,34.38
2013-08-19,34.49
2013-08-20,34.79
2013-08-21,34.53
2013-08-22,34.99
2013-08-23,35.06
2013-08-26,34.92
2013-08-27,33.69
2013-08-28,33.92
2013-08-29,34.45
2013-08-30,34.08
2013-09-03,34.14
2013-09-04,35.85
2013-09-05,36.33
2013-09-06,36.15
2013-09-09,36.48
2013-09-10,37.0
2013-09-11,36.35
2013-09-12,36.37
2013-09-13,36.06
2013-09-16,36.22
2013-09-17,36.71
2013-09-18,37.58
2013-09-19,37.23
2013-09-20,36.83
2013-09-23,37.13
2013-09-24,37.44
2013-09-25,37.18
2013-09-26,36.95
2013-09-27,36.37
2013-09-30,35.97
2013-10-01,35.91
2013-10-02,35.94
2013-10-03,35.29
2013-10-04,35.7
2013-10-07,35.18
2013-10-08,34.21
2013-10-09,34.16
2013-10-10,34.85
2013-10-11,35.35
2013-10-14,35.33
2013-10-15,34.7
2013-10-16,35.13
2013-10-17,35.66
2013-10-18,35.89
2013-10-21,35.5
2013-10-22,35.41
2013-10-23,35.05
2013-10-24,35.63
2013-10-25,35.59
2013-10-28,35.8
2013-10-29,36.06
2013-10-30,37.23
2013-10-31,36.95
2013-11-01,37.39
2013-11-04,37.47
2013-11-05,37.09
2013-11-06,36.59
2013-11-07,35.92
2013-11-08,36.66
2013-11-11,36.68
2013-11-12,36.66
2013-11-13,38.44
2013-11-14,38.5
2013-11-15,38.77
2013-11-18,38.57
2013-11-19,38.01
2013-11-20,37.69
2013-11-21,38.12
2013-11-22,37.63
2013-11-25,37.55
2013-11-26,37.67
2013-11-27,38.85
2013-11-29,38.73
2013-12-02,39.11
2013-12-03,38.14
2013-12-04,38.71
2013-12-05,39.09
2013-12-06,40.17
2013-12-09,40.9
2013-12-10,40.4
2013-12-11,40.16
2013-12-12,40.05
2013-12-13,40.04
2013-12-16,41.44
2013-12-17,41.53
2013-12-18,41.27
2013-12-19,40.3
2013-12-20,40.99
2013-12-23,41.29
2013-12-24,40.88
2013-12-26,41.52
2013-12-27,40.94
2013-12-30,40.69
2013-12-31,40.87
2014-01-02,40.95
2014-01-03,39.57
2014-01-06,40.4
2014-01-07,40.2
2014-01-08,40.42
2014-01-09,40.49
2014-01-10,40.03
2014-01-13,39.58
2014-01-14,40.02
2014-01-15,39.38
2014-01-16,39.0
2014-01-17,38.6
2014-01-21,38.34
2014-01-22,38.8
2014-01-23,38.42
2014-01-24,36.83
2014-01-27,36.76
2014-01-28,36.81
2014-01-29,36.35
2014-01-30,36.84
2014-01-31,36.08
2014-02-03,35.25
2014-02-04,35.82
2014-02-05,35.24
2014-02-06,35.23
2014-02-07,36.11
2014-02-10,34.9
2014-02-11,35.25
2014-02-12,35.56
2014-02-13,35.2
2014-02-14,35.95
2014-02-18,36.31
2014-02-19,36.03
2014-02-20,36.51
2014-02-21,36.69
2014-02-24,36.55
2014-02-25,36.1
2014-02-26,36.83
2014-02-27,36.77
2014-02-28,36.2
2014-03-03,36.21
2014-03-04,36.93
2014-03-05,37.52
2014-03-06,37.54
2014-03-07,37.69
2014-03-10,37.09
2014-03-11,35.18
2014-03-12,34.86
2014-03-13,34.09
2014-03-14,34.09
2014-03-17,34.63
2014-03-18,35.17
2014-03-19,34.91
2014-03-20,35.26
2014-03-21,35.01
2014-03-24,35.14
2014-03-25,34.51
2014-03-26,34.22
2014-03-27,34.51
2014-03-28,34.73
2014-03-31,34.42
2014-04-01,34.34
2014-04-02,34.88
2014-04-03,35.44
2014-04-04,34.81
2014-04-07,34.11
2014-04-08,34.53
2014-04-09,33.62
2014-04-10,33.3
2014-04-11,31.93
2014-04-14,32.55
2014-04-15,33.36
2014-04-16,33.97
2014-04-17,33.98
2014-04-21,33.98
2014-04-22,34.23
2014-04-23,34.39
2014-04-24,34.17
2014-04-25,33.72
2014-04-28,33.76
2014-04-29,33.99
2014-04-30,34.48
2014-05-01,34.9
2014-05-02,34.97
2014-05-05,34.75
2014-05-06,34.75
2014-05-07,35.07
2014-05-08,34.85
2014-05-09,34.23
2014-05-12,34.82
2014-05-13,35.15
2014-05-14,34.94
2014-05-15,34.36
2014-05-16,34.0
2014-05-19,34.25
2014-05-20,33.07
2014-05-21,33.46
2014-05-22,33.42
2014-05-23,33.63
2014-05-27,33.94
2014-05-28,34.59
2014-05-29,34.45
2014-05-30,34.58
2014-06-02,34.86
2014-06-03,35.26
2014-06-04,36.52
2014-06-05,36.27
2014-06-06,36.55
2014-06-09,36.5
2014-06-10,36.4
2014-06-11,36.12
2014-06-12,35.52
2014-06-13,35.63
2014-06-16,36.06
2014-06-17,36.36
2014-06-18,36.3
2014-06-19,36.37
2014-06-20,36.22
2014-06-23,36.67
2014-06-24,36.58
2014-06-25,37.09
2014-06-26,36.9
2014-06-27,36.62
2014-06-30,36.3
2014-07-01,37.59
2014-07-02,37.74
2014-07-03,37.74
2014-07-07,37.44
2014-07-08,37.58
2014-07-09,37.97
2014-07-10,37.75
2014-07-11,37.95
2014-07-14,37.7
2014-07-15,37.58
2014-07-16,37.48
2014-07-17,37.1
2014-07-18,37.41
2014-07-21,37.43
2014-07-22,37.76
2014-07-23,37.41
2014-07-24,35.74
2014-07-25,35.07
2014-07-28,34.9
2014-07-29,34.45
2014-07-30,34.31
2014-07-31,33.82
2014-08-01,33.44
2014-08-04,33.61
2014-08-05,33.36
2014-08-06,33.4
2014-08-07,33.11
2014-08-08,33.53
2014-08-11,33.8
2014-08-12,33.7
2014-08-13,33.95
2014-08-14,33.95
2014-08-15,33.84
2014-08-18,34.4
2014-08-19,34.57
2014-08-20,34.53
2014-08-21,34.6
2014-08-22,34.24
2014-08-25,34.67
2014-08-26,34.85
2014-08-27,34.71
2014-08-28,34.68
2014-08-29,34.8
2014-09-02,34.8
2014-09-03,34.47
2014-09-04,34.63
2014-09-05,34.58
2014-09-08,33.24
2014-09-09,33.07
2014-09-10,33.29
2014-09-11,33.61
2014-09-12,33.27
2014-09-15,33.63
2014-09-16,33.71
2014-09-17,33.85
2014-09-18,34.03
2014-09-19,33.94
2014-09-22,33.44
2014-09-23,33.22
2014-09-24,33.65
2014-09-25,32.87
2014-09-26,33.17
2014-09-29,32.22
2014-09-30,31.94
2014-10-01,32.49
2014-10-02,33.18
2014-10-03,33.76
2014-10-06,33.75
2014-10-07,31.77
2014-10-08,32.18
2014-10-09,31.03
2014-10-10,30.29
2014-10-13,29.79
2014-10-14,30.11
2014-10-15,29.69
2014-10-16,29.94
2014-10-17,30.24
2014-10-20,30.34
2014-10-21,30.84
2014-10-22,31.31
2014-10-23,30.93
2014-10-24,30.04
2014-10-27,30.08
2014-10-28,31.17
2014-10-29,30.72
2014-10-30,30.78
2014-10-31,31.4
2014-11-03,31.18
2014-11-04,30.82
2014-11-05,30.73
2014-11-06,31.37
2014-11-07,31.59
2014-11-10,31.12
