Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-01-04,38.05,38.09,36.98,37.62,8926113.0,0.0,1.0,37.51846396669676,37.55790519031484,36.46341123491317,37.09447081280242,8926113.0
2016-01-05,37.79,37.8913,36.94,37.14,11150973.0,0.0,1.0,37.26209601317925,37.361980911992035,36.42397001129509,36.62117612938548,11150973.0
2016-01-06,36.32,36.8,36.08,36.79,17867263.0,0.0,1.0,35.812631045214886,36.28592572863182,35.57598370350641,36.2760654227273,17867263.0
2016-01-07,35.79,37.01,35.43,36.27,10489201.0,0.0,1.0,35.290034832275346,36.49299215262673,34.935063819712646,35.76332951569229,10489201.0
2016-01-08,36.79,36.8,35.54,35.71,8412722.0,0.0,1.0,36.2760654227273,36.28592572863182,35.04352718466236,35.21115238503919,8412722.0
2016-01-11,35.9,36.6499,35.79,36.21,8152172.0,0.0,1.0,35.39849819722506,36.13792253700498,35.290034832275346,35.70416768026517,8152172.0
2016-01-12,36.65,37.8325,36.53,37.12,6984474.0,0.0,1.0,36.138021140064026,37.304002313273465,36.019697469209795,36.60145551757644,6984474.0
2016-01-13,37.48,37.48,34.695,34.86,53119744.0,0.0,1.0,36.95642653013915,36.95642653013915,34.21033133573046,34.373026383155036,53119744.0
2016-01-14,34.92,35.66,34.17,35.4,9527731.0,0.0,1.0,34.432188218582155,35.16185085551659,33.69266527574319,34.905482901999086,9527731.0
2016-01-15,34.31,35.35,33.51,34.91,11935770.0,0.0,1.0,33.83070955840646,34.85618137247649,33.0418850860449,34.42232791267763,11935770.0
2016-01-19,35.52,35.63,34.695,35.15,5843582.0,0.0,1.0,35.023806572853324,35.13226993780304,34.21033133573046,34.6589752543861,5843582.0
2016-01-20,34.53,35.06,33.4605,34.71,8084337.0,0.0,1.0,34.04763628830589,34.57023250124543,32.99307657181753,34.22512179458724,8084337.0
2016-01-21,34.79,35.45,34.38,34.56,8859547.0,0.0,1.0,34.3040042418234,34.95478443152169,33.8997316997381,34.07721720601945,8859547.0
2016-01-22,35.08,36.205,34.82,35.92,6601850.0,0.0,1.0,34.58995311305446,35.69923752731291,34.33358515953696,35.4182188090341,6601850.0
2016-01-25,35.76,35.87,34.63,34.73,8582477.0,0.0,1.0,35.260453914561786,35.3689172795115,34.146239347351084,34.24484240639628,8582477.0
2016-01-26,34.85,35.46,34.83,35.3,5502524.0,0.0,1.0,34.36316607725052,34.964644737426205,34.34344546544148,34.80687984295389,5502524.0
2016-01-27,35.25,35.4025,33.925,34.07,7862604.0,0.0,1.0,34.757578313431296,34.90794797847522,33.45108778108246,33.59406221669799,7862604.0
2016-01-28,34.53,34.9299,33.17,33.79,13813633.0,0.0,1.0,34.04763628830589,34.44194992142763,32.706634685291235,33.317973651371446,13813633.0
2016-01-29,33.63,34.88,32.55,34.82,20543854.0,0.0,1.0,33.16020875689914,34.39274699496408,32.09529571921102,34.33358515953696,20543854.0
2016-02-01,34.6,35.26,34.43,34.67,8915948.0,0.0,1.0,34.116658429637525,34.76743861933581,33.94903322926069,34.18568057096916,8915948.0
2016-02-02,34.24,34.57,33.12,33.42,8704679.0,0.0,1.0,33.761687417074825,34.087077511923965,32.65733315576863,32.95314233290423,8704679.0
2016-02-03,33.81,33.85,32.33,33.12,10319356.0,0.0,1.0,33.33769426318049,33.377135486798565,31.878368989311593,32.65733315576863,10319356.0
2016-02-04,33.14,33.25,31.3349,31.94,17559834.0,0.0,1.0,32.677053767577675,32.78551713252739,30.89716994875286,31.493817059035337,17559834.0
2016-02-05,31.77,31.8,30.39,30.53,17261322.0,0.0,1.0,31.326191858658504,31.355772776372064,29.965469643834812,30.103513926498085,17261322.0
2016-02-08,29.69,29.89,28.13,28.72,17084103.0,0.0,1.0,29.275248230518446,29.472454348608835,27.737040509413397,28.31879855778005,17084103.0
2016-02-09,28.41,29.75,28.05,28.81,14216661.0,0.0,1.0,28.013129074739947,29.334410065945562,27.658158062177243,28.407541310920724,14216661.0
2016-02-10,29.06,30.55,29.0501,30.15,14315513.0,0.0,1.0,28.654048958533714,30.123234538307123,28.64428725568824,29.72882230212634,14315513.0
2016-02-11,29.6,30.72,29.49,30.52,17176408.0,0.0,1.0,29.186505477377768,30.290859738683952,29.07804211242805,30.093653620593564,17176408.0
2016-02-12,28.66,29.04,26.49,28.12,42849840.0,0.0,1.0,28.259636722352933,28.634328346724676,26.119950341072197,27.72718020350888,42849840.0
2016-02-16,28.56,29.65,28.55,29.42,15564925.0,0.0,1.0,28.161033663307737,29.235807006900366,28.15117335740322,29.009019971096418,15564925.0
2016-02-17,29.76,30.02,29.32,29.45,15154864.0,0.0,1.0,29.344270371850083,29.600638325367587,28.91041691205122,29.038600888809974,15154864.0
2016-02-18,29.88,30.0,28.79,28.88,8244215.0,0.0,1.0,29.462594042704314,29.58091771355855,28.387820699111685,28.47656345225236,8244215.0
2016-02-19,28.85,30.35,28.6501,30.19,11537093.0,0.0,1.0,28.446982534538805,29.926028420216735,28.249875019507456,29.76826352574442,11537093.0
2016-02-22,30.51,31.85,30.48,31.52,10578978.0,0.0,1.0,30.083793314689046,31.40507430589466,30.054212396975487,31.079684211045514,10578978.0
2016-02-23,31.35,31.91,30.55,30.73,9504124.0,0.0,1.0,30.912059010668685,31.464236141321777,30.123234538307123,30.300720044588473,9504124.0
2016-02-24,30.44,31.77,30.24,31.71,8306824.0,0.0,1.0,30.01477117335741,31.326191858658504,29.817565055267014,31.26703002323139,8306824.0
2016-02-25,31.98,32.62,31.75,32.32,8611407.0,0.0,1.0,31.533258282653414,32.16431786054266,31.306471246849465,31.868508683407075,8611407.0
2016-02-26,32.38,32.625,31.65,31.89,7114277.0,0.0,1.0,31.927670518834198,32.16924801349492,31.207868187804266,31.44451552951274,7114277.0
2016-02-29,31.73,32.22,31.32,31.67,7479277.0,0.0,1.0,31.286750635040427,31.76990562436188,30.882478092955125,31.22758879961331,7479277.0
2016-03-01,31.96,32.4,31.45,32.21,7543561.0,0.0,1.0,31.513537670844375,31.947391130643233,31.010662069713877,31.76004531845736,7543561.0
2016-03-02,32.0,32.21,31.51,32.01,8292781.0,0.0,1.0,31.552978894462452,31.76004531845736,31.069823905140996,31.56283920036697,8292781.0
2016-03-03,31.81,31.8986,31.02,31.52,5454899.0,0.0,1.0,31.36563308227658,31.452995392590623,30.58666891581954,31.079684211045514,5454899.0
2016-03-04,31.84,31.84,30.7101,31.19,6125808.0,0.0,1.0,31.39521399999014,31.39521399999014,30.28109803583848,30.754294116196373,6125808.0
2016-03-07,31.0,31.48,30.51,30.98,7754692.0,0.0,1.0,30.566948304010502,31.040242987427437,30.083793314689046,30.547227692201464,7754692.0
2016-03-08,30.7,31.15,30.51,30.78,6919316.0,0.0,1.0,30.271139126874914,30.714852892578293,30.083793314689046,30.35002157411107,6919316.0
2016-03-09,30.82,31.05,30.37,30.86,6527104.0,0.0,1.0,30.38946279772915,30.6162498335331,29.945749032025773,30.428904021347225,6527104.0
2016-03-10,30.9,31.51,30.7,31.25,7588874.0,0.0,1.0,30.468345244965302,31.069823905140996,30.271139126874914,30.81345595162349,7588874.0
2016-03-11,31.51,32.035,31.475,31.52,7747237.0,0.0,1.0,31.069823905140996,31.587489965128267,31.035312834475178,31.079684211045514,7747237.0
2016-03-14,31.65,32.675,31.57,32.41,7123702.0,0.0,1.0,31.207868187804266,32.21854954301752,31.128985740568112,31.95725143654775,7123702.0
2016-03-15,32.34,32.87,32.18,32.48,5374000.0,0.0,1.0,31.888229295216117,32.410825508155646,31.730464400743802,32.02627357787939,5374000.0
2016-03-16,32.49,32.91,32.2,32.79,5080390.0,0.0,1.0,32.03613388378391,32.45026673177372,31.750185012552844,32.33194306091949,5080390.0
2016-03-17,32.68,33.08,32.02,32.6,6275617.0,0.0,1.0,32.22347969596978,32.617891932150556,31.572699506271494,32.144597248733625,6275617.0
2016-03-18,32.68,32.68,31.765,32.2,11477107.0,0.0,1.0,32.22347969596978,32.22347969596978,31.321261705706245,31.750185012552844,11477107.0
2016-03-21,32.23,32.32,31.81,32.04,3060517.0,0.0,1.0,31.779765930266397,31.868508683407075,31.36563308227658,31.59242011808053,3060517.0
2016-03-22,31.89,32.57,31.86,32.54,4683562.0,0.0,1.0,31.44451552951274,32.115016331020065,31.41493461179918,32.085435413306506,4683562.0
2016-03-23,32.48,32.81,32.42,32.58,4115875.0,0.0,1.0,32.02627357787939,32.351663672728534,31.967111742452275,32.12487663692458,4115875.0
2016-03-24,32.44,32.58,31.91,32.21,3764407.0,0.0,1.0,31.98683235426131,32.12487663692458,31.464236141321777,31.76004531845736,3764407.0
2016-03-28,32.1,32.335,31.71,32.14,3263309.0,0.26,1.0,31.907630842988418,32.14122253296045,31.51996803835398,31.947391130643233,3263309.0
2016-03-29,32.27,33.355,32.2458,33.24,6150603.0,0.0,1.0,32.07661206552138,33.155109868158206,32.052557091490215,33.04079904115062,6150603.0
2016-03-30,33.6,34.29,33.51,34.07,8355068.0,0.0,1.0,33.398641630043954,34.0845065920895,33.309180982820614,33.865825009988015,8355068.0
2016-03-31,33.98,34.5,33.7,33.84,7040449.0,0.0,1.0,33.77636436276468,34.29324810227727,33.49804234918099,33.63720335597284,7040449.0
2016-04-01,33.81,34.53,33.545,34.42,4998460.0,0.0,1.0,33.607383140231725,34.32306831801838,33.343971234518584,34.213727526967645,4998460.0
2016-04-04,34.42,34.66,33.955,34.23,4823265.0,0.0,1.0,34.213727526967645,34.45228925289652,33.75151418298042,34.02486616060727,4823265.0
2016-04-05,33.91,34.35,33.6,33.71,5673361.0,0.0,1.0,33.706783859368755,34.14414702357172,33.398641630043954,33.50798242109469,5673361.0
2016-04-06,33.89,34.175,33.54,34.0,4550220.0,0.0,1.0,33.686903715541355,33.970195765081904,33.339001198561725,33.79624450659209,4550220.0
2016-04-07,33.87,33.97,33.31,33.42,5795968.0,0.0,1.0,33.66702357171394,33.76642429085098,33.11037954454655,33.21972033559729,5795968.0
2016-04-08,33.7,34.16,33.52,33.97,4591958.0,0.0,1.0,33.49804234918099,33.95528565721135,33.319121054734325,33.76642429085098,4591958.0
2016-04-11,34.3,34.38,33.41,33.41,4487159.0,0.0,1.0,34.09444666400319,34.17396723931283,33.20978026368358,33.20978026368358,4487159.0
2016-04-12,33.43,33.66,33.03,33.48,5235925.0,0.0,1.0,33.22966040751099,33.45828206152617,32.83205753096285,33.2793607670795,5235925.0
2016-04-13,33.92,35.3,33.85,35.16,8358487.0,0.0,1.0,33.716723931282466,35.08845385537355,33.64714342788654,34.9492928485817,8358487.0
2016-04-14,35.29,35.29,34.78,34.91,3898193.0,0.0,1.0,35.07851378345985,35.07851378345985,34.57157011586097,34.70079105073911,3898193.0
2016-04-15,35.02,35.07,34.34,34.57,5357160.0,0.0,1.0,34.81013184178986,34.85983220135837,34.134206951658015,34.362828605673194,5357160.0
2016-04-18,34.56,35.45,34.13,35.44,4526670.0,0.0,1.0,34.35288853375949,35.237554934079114,33.92546544147024,35.2276148621654,4526670.0
2016-04-19,35.48,35.6,34.8,35.21,4159920.0,0.0,1.0,35.26737514982022,35.38665601278466,34.59145025968837,34.998993208150225,4159920.0
2016-04-20,35.34,35.445,34.9273,35.25,3502252.0,0.0,1.0,35.12821414302837,35.232584898122255,34.717987375149825,35.03875349580504,3502252.0
2016-04-21,35.17,35.44,34.96,35.19,3113908.0,0.0,1.0,34.95923292049541,35.2276148621654,34.75049141030763,34.97911306432281,3113908.0
2016-04-22,34.87,35.43,34.52,34.65,4673165.0,0.0,1.0,34.6610307630843,35.2176747902517,34.31312824610468,34.44234918098282,4673165.0
2016-04-25,34.61,34.96,34.56,34.92,2743370.0,0.0,1.0,34.40258889332801,34.75049141030763,34.35288853375949,34.710731122652824,2743370.0
2016-04-26,35.08,35.43,34.9906,35.21,3566958.0,0.0,1.0,34.869772273272076,35.2176747902517,34.78090803036357,34.998993208150225,3566958.0
2016-04-27,34.93,35.13,33.83,34.37,6867181.0,0.0,1.0,34.72067119456652,34.919472632840595,33.62726328405913,34.16402716739912,6867181.0
2016-04-28,34.24,34.87,33.78,33.9,5250207.0,0.0,1.0,34.03480623252098,34.6610307630843,33.577562924490614,33.69684378745505,5250207.0
2016-04-29,33.6,34.575,33.55,34.47,6444496.0,0.0,1.0,33.398641630043954,34.36779864163005,33.34894127047543,34.26342788653616,6444496.0
2016-05-02,34.7,34.75,33.94,34.58,7586322.0,0.0,1.0,34.49204954055134,34.54174990011986,33.73660407510987,34.3727686775869,7586322.0
2016-05-03,34.16,34.59,33.94,34.11,4309551.0,0.0,1.0,33.95528565721135,34.38270874950061,33.73660407510987,33.90558529764283,4309551.0
2016-05-04,33.82,34.34,33.61,34.28,5769819.0,0.0,1.0,33.61732321214543,34.134206951658015,33.40858170195765,34.07456652017579,5769819.0
2016-05-05,34.34,35.21,34.17,34.91,9968848.0,0.0,1.0,34.134206951658015,34.998993208150225,33.96522572912505,34.70079105073911,9968848.0
2016-05-06,36.99,38.0,36.66,37.87,19055942.0,0.0,1.0,36.76832600878946,37.77227327207351,36.440303635637235,37.643052337195364,19055942.0
